44,247880,11,8614,40
24,281356,2,0,66
33,511289,11,0,48
38,312108,9,0,40
55,115457,9,0,40
26,180886,14,0,30
53,135102,9,0,45
58,183893,10,0,40
24,43475,13,0,40
44,213416,3,0,40
43,186916,14,0,60
19,217194,6,0,30
38,129591,10,0,40
30,149507,9,0,42
64,114650,5,0,40
35,240458,7,0,40
49,155372,14,0,40
60,252413,10,0,32
45,194698,10,0,40
53,113176,9,2597,40
22,113703,10,0,20
17,208463,9,0,20
46,165754,16,0,45
26,76491,14,0,20
37,25864,9,0,40
40,143069,9,0,40
26,155752,10,0,40
43,169383,13,0,45
62,144116,6,0,40
50,152810,10,0,70
50,31621,9,0,40
19,232392,9,0,40
28,114053,10,0,30
42,383493,10,15024,50
25,61956,10,0,50
19,186159,10,0,40
53,158294,14,7298,40
38,150601,6,0,40
39,376455,15,0,50
40,166327,10,0,35
27,114158,13,0,40
40,114537,11,0,50
39,274683,10,7688,50
30,361742,10,0,50
49,118567,10,0,40
60,39952,5,2228,37
25,362912,10,0,50
58,275859,9,8614,52
52,138497,13,0,60
25,164488,13,0,40
20,196745,10,0,16
27,280758,7,0,60
26,391349,13,0,40
25,37379,13,0,50
43,155106,13,0,53
44,408531,9,0,40
53,127671,4,0,40
23,462294,12,0,44
20,203263,8,0,35
41,180096,13,0,35
32,154950,15,0,40
29,280618,10,0,40
26,68729,9,0,50
43,209899,14,8614,47
38,186959,13,0,50
29,128777,4,0,55
50,195844,12,0,50
63,221072,13,0,49
39,280570,13,0,45
31,223212,4,0,50
19,82210,9,0,50
37,67125,9,0,60
42,367533,6,0,43
23,161708,10,0,20
46,165953,13,0,45
27,195337,10,0,40
33,79923,10,0,20
20,299399,10,0,20
24,37072,10,0,40
42,245626,9,0,60
41,143003,11,7298,60
39,150057,14,0,50
44,111502,9,0,40
44,86298,9,0,40
34,223267,9,0,50
49,159641,13,0,40
43,23157,9,0,60
59,98361,10,0,40
39,129150,13,0,50
38,257250,9,0,50
49,99361,15,0,45
59,165315,13,99999,43
18,404085,9,0,40
36,147548,9,0,85
21,411068,10,0,35
37,70240,9,0,40
29,227890,9,0,40
49,60751,9,0,40
45,153141,9,0,40
47,108510,6,0,65
28,182826,9,0,35
38,376025,4,0,40
46,175754,14,0,60
50,266945,9,3137,40
27,213921,9,0,40
39,237943,13,0,30
20,184756,10,0,12
57,137658,9,0,5
39,169249,9,0,40
54,30908,4,0,60
47,254367,10,0,50
31,281540,12,0,45
44,199191,9,0,30
17,198606,7,0,16
52,146711,13,0,50
42,194710,10,0,40
67,176931,4,0,20
24,227070,6,0,40
20,157599,10,0,25
31,132601,9,0,40
24,190709,10,0,65
26,195994,10,0,15
28,77009,4,0,50
20,318036,9,0,40
34,189759,13,0,45
19,117595,9,0,24
34,112584,6,0,38
30,161815,10,0,35
33,142383,12,0,36
23,197918,10,0,40
59,175942,9,0,45
22,375422,13,0,40
50,166565,9,0,50
33,155475,9,0,40
32,244665,9,5178,45
71,138145,5,0,40
23,664670,9,0,40
30,118861,10,0,50
70,306563,9,0,40
49,337768,14,0,50
49,94342,13,0,60
23,50953,10,0,10
27,220748,9,0,48
19,39756,10,0,15
23,150683,10,0,40
34,101510,13,0,50
40,191342,13,0,40
18,40822,7,0,15
23,64520,9,0,30
34,143392,9,0,40
19,63434,10,0,35
30,541343,6,0,40
18,400616,10,0,40
43,313022,9,4386,40
52,134854,9,0,40
27,55390,10,0,45
51,185283,10,0,45
32,184440,10,3464,40
28,173611,9,0,40
23,186014,10,0,15
49,200471,2,0,40
67,74335,9,0,10
27,109997,9,0,40
73,102510,4,6418,99
53,35102,10,0,34
45,357540,13,0,55
36,214604,13,0,42
66,101607,9,0,10
48,483261,10,0,40
49,558183,11,0,40
23,115244,13,0,60
44,145178,9,0,38
31,185480,9,0,40
37,177858,10,2174,40
35,225385,9,0,40
47,280483,9,0,40
33,226267,12,0,40
24,413345,10,0,50
57,198145,14,0,14
55,189721,9,0,20
38,204527,9,0,50
49,266150,9,0,40
50,485710,16,0,50
49,157272,9,0,50
42,151408,14,14084,50
28,375655,13,0,50
50,102346,13,0,20
53,233780,11,2202,40
18,761006,7,0,20
20,204226,7,0,40
19,219189,8,0,25
40,206049,10,0,40
21,314165,10,0,40
49,43479,10,0,40
60,232618,9,0,40
55,194290,9,0,40
24,210029,9,0,37
17,104232,6,0,10
50,88926,9,5178,40
25,231714,10,0,40
57,195835,9,0,40
20,203263,8,0,35
36,34744,12,0,37
26,213799,6,0,40
37,297449,9,0,40
40,182302,9,0,40
17,117477,6,0,40
26,137795,13,0,20
38,372559,10,0,40
23,256278,4,0,30
24,166036,10,0,60
28,176683,12,0,40
31,43819,13,7688,43
23,273206,13,0,23
44,320071,9,0,40
29,84366,6,0,40
79,84979,11,0,20
50,124963,13,99999,55
26,86646,10,0,45
42,165599,9,0,40
43,112763,9,8614,43
57,148509,13,0,35
54,294991,6,0,40
23,386705,10,0,24
35,35854,10,0,40
38,114591,13,15024,40
45,236040,10,0,40
26,102460,10,0,40
51,103824,9,0,40
49,195437,12,0,60
25,122175,9,0,40
57,225913,10,0,45
23,256628,4,0,32
35,139770,11,0,20
32,153078,13,0,40
27,204648,11,0,40
17,169658,6,0,21
49,184986,9,0,40
60,152369,11,0,60
36,174938,13,0,20
51,110327,13,0,40
39,119421,13,0,42
45,228570,9,0,35
29,286634,13,0,50
34,182401,12,0,40
58,147707,7,0,40
46,192835,10,0,48
59,328525,9,2414,15
25,219897,14,0,35
44,216907,9,0,37
63,171635,13,0,40
54,118365,6,0,10
17,198124,7,0,20
49,233059,11,0,40
37,208358,9,0,40
58,121111,9,0,40
61,147280,14,0,60
24,330571,13,0,40
23,103064,13,0,40
34,84119,9,0,40
28,290267,13,0,18
25,307643,9,0,40
24,140001,13,0,40
24,165054,11,0,40
23,95989,10,0,30
44,186916,14,0,50
25,122175,9,0,40
35,170174,9,7298,60
44,38876,9,0,40
22,182163,9,0,40
46,122026,13,0,44
45,203653,9,7298,40
51,161838,11,0,57
42,220647,13,0,45
26,250066,11,0,40
57,282913,9,0,40
70,188260,9,0,16
22,44064,7,0,35
22,318915,9,0,40
39,344743,10,0,50
62,159908,10,0,38
76,316185,4,0,12
60,187794,9,3103,60
19,175495,9,0,24
27,310850,9,0,50
41,239833,9,0,50
55,181220,9,0,50
41,194636,13,99999,65
34,158420,13,0,70
35,273558,10,0,30
22,269474,9,0,40
42,273230,13,0,90
18,100875,7,0,28
46,202560,13,0,40
30,153549,9,0,50
62,159908,10,0,16
37,253420,9,0,25
26,210812,10,0,43
45,224474,13,4934,50
57,140426,2,0,35
29,39484,13,7298,42
35,126569,9,7298,40
61,210488,9,0,50
55,306164,9,0,40
34,34080,11,0,40
56,119859,10,0,40
33,170979,15,0,40
18,115443,7,0,25
25,280093,7,0,40
31,236861,9,0,60
31,398988,10,0,40
31,156493,9,0,40
49,177211,13,0,40
46,102542,4,0,52
55,117299,9,7688,40
20,201490,10,0,40
22,401690,10,0,20
26,55929,13,0,40
45,160167,6,0,70
19,35245,9,0,40
38,184655,9,0,48
27,233724,9,0,38
55,325007,12,0,25
23,376416,13,0,40
73,267408,9,0,15
21,283969,9,0,40
53,102615,7,0,40
25,71351,2,0,25
28,189765,10,0,50
56,35723,4,0,50
31,377850,9,0,65
37,108540,9,0,40
35,407068,2,0,40
38,273640,9,0,40
27,178778,9,0,40
42,162140,13,7298,45
52,195638,9,0,45
33,213002,13,0,36
37,415847,13,0,40
77,143516,14,0,8
22,236769,13,0,20
37,49115,14,0,60
39,63021,10,0,20
32,182691,9,0,60
36,28572,10,0,50
57,348430,2,0,40
44,317320,10,0,40
25,503012,3,0,40
68,223486,9,0,7
45,208802,15,25236,36
31,240441,14,0,40
44,106698,9,0,40
23,194031,10,0,25
30,392812,9,0,50
49,149949,9,0,40
44,206686,10,0,40
42,344624,9,0,50
65,192133,9,2290,40
28,119545,10,7688,50
30,108247,13,0,40
71,138145,5,0,40
29,34796,9,0,40
46,116952,4,0,45
42,192397,10,0,38
36,139364,13,0,50
64,339321,13,0,24
34,190290,13,0,38
18,118938,7,0,18
48,107373,6,0,40
36,186110,10,0,40
63,206052,9,0,40
26,123384,14,0,40
37,22201,13,7298,40
37,107410,9,0,40
36,185360,9,0,60
29,123677,9,0,40
28,416577,9,2829,40
31,330715,9,0,40
44,225879,10,0,30
35,106347,9,0,45
29,175262,14,0,35
21,174503,9,0,30
20,168863,10,0,20
25,361307,13,0,40
38,27408,9,0,50
47,191957,9,0,40
19,418324,10,0,36
39,380614,10,0,45
43,150533,12,0,50
22,212114,13,0,15
49,75673,9,0,40
25,404951,13,0,38
50,271160,10,0,40
26,123384,14,0,40
25,170786,5,0,40
36,203482,9,0,40
43,183096,10,0,10
51,163052,9,0,40
19,199484,10,0,25
47,216657,14,0,35
24,506329,10,0,40
35,115215,10,0,45
54,242606,14,4386,45
23,175183,10,0,40
34,175856,10,0,40
22,103277,12,0,20
44,138975,9,0,55
72,157913,13,0,17
39,193583,13,5455,60
44,145522,14,0,40
51,96609,10,0,40
33,65278,13,0,40
42,112607,9,0,50
66,263637,6,0,40
27,185647,9,0,50
24,21154,10,0,30
21,136975,9,0,40
40,200574,12,0,44
46,330087,13,0,55
46,248059,9,3464,40
40,124747,9,7298,40
18,173125,8,0,24
38,142022,9,0,40
44,174684,9,0,40
35,205852,9,0,40
58,89922,11,15024,40
36,93225,13,0,35
62,223975,4,0,20
35,332588,9,0,30
25,185952,14,0,30
27,194652,9,0,40
28,203260,13,0,8
27,81540,9,0,40
19,106306,10,0,40
41,488706,10,0,40
39,207185,10,0,35
29,299705,10,0,37
54,57758,14,0,68
40,99185,12,0,40
34,108454,10,0,45
35,265535,10,0,50
31,454508,7,0,40
32,222205,10,0,40
58,109015,10,0,40
33,249249,3,0,50
51,133336,9,0,40
49,155372,14,0,40
27,257302,12,0,38
56,187487,9,0,48
52,202115,9,0,25
37,223020,11,0,32
21,334113,9,0,40
25,120041,13,0,40
23,179413,9,0,40
48,156410,9,0,50
46,251786,2,0,40
78,135839,9,1086,20
56,91262,9,0,45
29,144259,13,4386,80
43,56063,13,0,60
68,123464,9,0,45
23,139012,11,0,40
17,198146,7,0,16
35,106028,9,0,65
24,170277,9,0,35
34,339142,9,0,40
56,157486,6,0,40
38,43770,10,4650,72
37,130620,8,0,33
30,104052,9,0,42
31,168521,13,0,40
28,197932,10,0,16
24,119156,9,0,50
23,223019,9,0,40
26,211695,13,0,40
40,183096,5,0,40
18,216730,7,0,12
42,282062,5,0,40
23,183789,9,0,40
35,141896,8,0,40
31,120672,7,0,40
19,229756,9,0,50
65,36039,9,0,40
36,192704,8,4650,50
29,241431,14,7298,40
38,312771,11,0,40
25,238964,10,0,60
30,141297,13,0,40
35,174308,10,0,40
29,182521,9,0,40
18,126125,9,0,20
48,336540,9,0,40
54,378747,6,0,45
44,201742,13,0,50
53,83434,13,0,21
26,463194,9,0,40
75,114204,10,0,13
24,291979,9,0,40
21,194096,10,0,10
21,224209,9,0,30
31,332379,10,0,50
45,153141,9,0,40
35,218955,13,0,40
19,69182,10,0,27
42,93770,9,0,40
53,135105,13,0,50
25,375170,10,0,35
45,206459,10,0,40
23,64520,9,0,30
38,278924,13,0,50
37,249392,11,0,40
52,48947,10,0,45
34,227359,10,0,42
40,351161,14,0,60
21,301199,10,0,40
54,215990,9,0,40
39,101073,12,0,24
29,207064,9,0,40
20,114969,9,0,40
51,206775,10,0,50
23,140414,9,0,40
28,84657,13,0,40
29,250967,11,0,40
53,218630,9,0,40
47,46857,10,0,40
62,319582,9,0,32
59,75804,9,0,65
42,245626,9,0,60
23,141272,13,0,30
28,119793,9,0,40
51,145409,10,3103,48
46,207022,13,7688,40
24,124971,9,0,38
31,117816,4,0,70
29,256671,9,0,40
45,338105,10,0,40
46,503923,9,4386,40
36,66304,13,0,55
72,217864,9,0,40
58,123329,9,0,16
24,174461,10,0,45
23,91842,13,0,30
48,205424,13,0,40
56,172364,9,0,40
