29,999,999,0,0,6,630,0,0,40,0,0,231,1,1000,90,1,0,40000,1,1,45,52,5,0
1,45,22,0,0,0,0,0,0,0,0,0,0,0,0,91,1,0,0,0,0,0,0,0,0
20,999,999,0,0,1,700,0,0,30,0,8000,751,1,100,128,1,0,8000,2,2,20,50,11,0
19,82,999,0,0,1,0,0,2,0,0,1000,832,0,1200,24,1,1,1000,0,1,0,30,10,0
34,224,999,0,4,1,700,1,0,40,3,25000,432,1,2100,108,1,0,25000,1,1,25,52,17,0
30,22,32,0,0,4,730,0,1,40,0,3000,852,1,0,126,1,4,3000,2,1,20,44,14,0
24,32,999,0,0,2,1300,0,0,15,0,2000,721,1,1000,85,1,0,2000,1,2,5,30,13,0
66,32,50,4,0,1,0,0,3,0,0,9629,623,0,4700,120,1,4,9629,0,1,0,52,9,0
20,999,999,0,0,1,1030,0,0,24,0,1000,641,8,0,96,1,0,1000,0,1,10,10,10,0
37,939,999,0,0,0,0,0,3,0,0,0,0,0,0,102,1,3,0,0,1,0,0,9,0
41,32,999,0,0,1,800,0,3,40,0,7000,831,1,500,112,1,2,7000,1,1,20,26,9,0
2,22,21,0,0,0,0,0,0,0,0,0,0,0,0,36,1,0,0,0,0,0,0,0,0
32,87,999,0,0,2,930,0,0,42,0,2500,880,1,600,120,1,0,12000,1,1,5,52,11,0
8,32,999,0,0,0,0,0,0,0,0,0,0,0,100,51,1,0,0,0,2,0,0,4,0
44,22,999,0,0,2,630,0,5,47,0,32000,840,1,500,38,1,2,32000,1,1,20,52,11,0
38,82,26,0,0,1,630,0,0,40,0,50000,212,1,1300,69,1,0,50000,1,1,10,52,14,0
11,142,26,0,0,0,0,0,0,0,0,0,0,0,0,156,1,4,0,0,2,0,0,4,0
31,176,999,0,3,1,530,2,2,37,5,18781,831,4,0,84,1,2,18781,0,1,60,52,9,0
1,22,999,0,0,0,0,0,0,0,0,0,0,0,0,135,1,0,0,0,0,0,0,0,0
80,32,999,0,0,0,0,0,5,0,0,0,0,0,0,96,1,4,0,0,1,0,0,11,0
14,32,50,0,0,0,0,1,0,0,0,0,0,0,0,46,1,4,0,0,2,0,0,5,0
7,148,999,0,0,0,0,1,0,0,0,0,0,0,5400,168,1,0,0,0,2,0,0,4,0
56,939,999,0,0,3,745,0,0,44,0,14100,910,1,300,90,1,0,21900,1,1,5,52,11,0
59,32,999,0,0,1,0,0,0,20,0,20000,10,11,0,54,1,0,17113,0,1,0,38,6,0
33,32,920,0,0,6,800,0,0,35,0,0,841,1,5600,98,1,0,50000,1,1,5,52,16,0
0,750,999,0,0,0,0,0,0,0,0,0,0,0,0,108,11,4,0,0,0,0,0,0,0
0,900,999,0,0,0,0,0,0,0,0,0,0,0,0,126,2,4,0,0,0,0,0,0,0
39,900,999,0,0,2,0,0,3,0,0,0,832,0,0,152,2,2,0,0,1,0,0,11,0
72,32,999,0,0,0,0,0,0,0,0,0,0,0,0,95,1,0,0,0,1,0,0,10,3
17,32,50,0,0,1,500,0,0,16,0,2800,621,1,0,75,1,0,2800,1,2,10,52,8,0
57,22,999,0,0,1,0,0,0,0,0,0,331,0,0,42,1,0,0,0,1,0,0,12,2
6,32,50,0,0,0,0,0,0,0,0,0,0,0,2700,64,1,0,0,0,2,0,0,2,0
77,32,22,0,0,0,0,0,8,0,0,0,0,0,0,34,1,4,0,0,1,0,0,6,0
42,32,50,0,0,1,0,0,4,0,0,189,371,0,5600,108,1,2,189,0,1,0,2,10,0
48,22,21,0,0,5,745,0,3,58,0,31000,412,1,0,133,1,4,31000,1,1,12,52,10,0
33,20,32,0,0,1,700,0,0,55,0,50000,432,1,5600,98,1,0,50000,1,1,20,52,14,0
52,87,32,0,0,0,0,0,4,0,0,0,0,0,7900,96,1,4,0,0,1,0,0,12,0
7,900,999,0,0,0,0,0,0,0,0,0,0,0,0,90,2,0,0,0,1,0,0,4,0
58,999,999,0,0,0,0,0,5,0,0,0,0,0,1300,80,2,4,0,0,1,0,0,1,0
8,308,999,0,0,0,0,0,0,0,0,0,0,0,3800,84,2,0,0,0,2,0,0,4,0
64,939,999,0,0,0,0,0,0,0,0,0,0,0,0,192,1,0,0,0,1,0,0,6,2
34,82,999,0,0,3,745,0,2,40,0,22198,901,1,0,72,1,2,22198,1,1,1,52,11,0
40,51,999,0,0,0,0,0,4,0,0,0,0,0,0,91,1,3,0,0,1,0,0,10,0
76,22,32,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0,0,0,1,0,0,14,3
75,999,999,0,4,0,0,3,3,0,8,0,0,0,5500,112,1,4,0,0,1,0,0,9,0
58,900,999,4,0,1,0,0,0,0,0,10000,192,0,0,105,2,0,10000,0,1,0,40,5,0
27,142,26,0,0,4,415,0,0,50,0,26000,910,1,98300,76,1,0,26000,1,1,5,52,11,4
78,21,999,0,0,4,700,0,3,24,0,3278,850,1,0,90,1,4,3278,1,1,15,36,6,0
35,900,999,0,0,3,500,0,0,40,0,17000,850,2,1100,150,2,0,17000,0,1,10,52,14,0
18,50,26,0,0,1,700,0,0,40,0,3000,331,1,0,108,1,0,3000,2,1,50,20,9,0
13,22,999,0,0,0,0,0,0,0,0,0,0,0,2300,84,1,4,0,0,2,0,0,5,0
49,22,26,0,0,4,645,0,0,40,0,3600,850,1,300,108,1,0,3600,2,1,15,12,10,25
54,32,999,0,0,1,650,0,4,40,0,17463,172,10,0,144,1,4,17463,0,1,5,52,10,0
49,22,999,0,0,1,700,0,0,70,0,98700,663,1,1000,18,1,0,98700,1,1,60,52,14,3
47,291,22,0,0,1,630,0,8,40,0,16000,60,1,200,34,1,4,16000,1,1,5,52,10,0
6,210,999,0,4,0,0,2,0,0,1,0,0,0,99900,91,37,4,0,0,2,0,0,4,0
42,50,999,0,0,1,430,0,0,62,0,28999,282,1,0,70,1,0,28999,2,1,30,52,12,4
20,291,999,0,0,8,0,1,1,0,0,0,772,0,2000,117,1,4,0,0,2,0,0,11,0
32,935,142,0,0,1,730,0,0,40,0,32000,440,1,0,154,1,0,32000,1,1,15,52,10,0
13,22,999,0,0,0,0,0,0,0,0,0,0,0,700,220,1,4,0,0,2,0,0,5,0
27,32,999,0,0,1,0,0,3,0,0,0,702,0,1200,56,1,1,0,0,1,0,0,12,0
3,51,32,0,0,0,0,0,0,0,0,0,0,0,0,84,1,0,0,0,2,0,0,2,0
31,900,999,4,0,1,0,0,0,0,0,4680,411,0,300,150,2,0,4680,0,1,0,12,10,8
53,22,999,0,0,4,600,0,0,40,0,26500,850,1,0,28,1,0,28500,2,1,45,52,7,0
57,900,999,0,0,3,730,0,4,40,0,44628,831,1,0,104,2,4,44628,1,1,20,52,15,0
7,84,999,0,0,0,0,2,0,0,0,0,0,0,2000,169,1,0,0,0,2,0,0,4,0
31,900,999,0,0,3,630,0,0,38,0,3000,842,10,2300,28,2,0,3000,0,1,15,36,5,0
26,939,999,0,0,1,800,0,1,40,0,10000,842,1,200,117,1,4,10000,1,1,20,52,7,0
11,32,22,0,0,0,0,0,0,0,0,0,0,0,0,32,1,0,0,0,3,0,0,5,0
31,22,50,0,0,1,0,0,2,0,0,0,641,0,2000,84,1,4,0,0,1,0,0,11,0
49,84,999,0,0,1,830,0,4,40,0,25000,601,1,0,91,1,4,25000,1,1,20,52,10,0
