29,214,5,93.444,4.965,5228.1
55,217,2,92.843,1.703,5099.1
34,241,2,93.918,4.957,5228.1
55,129,2,94.215,0.79,4991.6
31,260,3,94.465,4.947,5228.1
30,101,1,93.444,4.963,5228.1
34,171,6,93.918,4.957,5228.1
44,208,1,92.893,1.244,5099.1
37,812,2,93.918,4.968,5228.1
30,253,1,93.994,4.855,5191
58,254,2,93.994,4.857,5191
42,332,2,93.444,4.964,5228.1
39,161,1,93.075,1.405,5099.1
49,90,1,92.201,0.859,5076.2
56,98,1,93.994,4.856,5191
37,147,1,94.465,4.96,5228.1
44,84,1,93.918,4.962,5228.1
43,982,1,93.918,4.963,5228.1
30,191,1,94.027,0.9,4991.6
82,529,1,93.749,0.643,5008.7
29,90,1,92.893,1.344,5099.1
38,25,41,94.465,4.962,5228.1
51,470,2,93.994,4.857,5191
38,150,1,93.918,4.963,5228.1
30,103,2,94.199,0.878,4963.6
37,15,11,93.444,4.965,5228.1
49,75,1,92.201,0.883,5076.2
46,47,1,93.918,4.96,5228.1
34,34,1,93.2,4.021,5195.8
39,149,1,94.465,4.961,5228.1
35,206,3,93.994,4.858,5191
45,55,6,92.379,0.819,5017.5
34,55,1,93.994,4.857,5191
32,389,4,93.876,0.684,5008.7
47,1129,10,93.444,4.964,5228.1
38,26,3,93.994,4.86,5191
54,178,5,93.075,1.405,5099.1
33,97,1,92.893,1.266,5099.1
37,867,1,94.465,4.959,5228.1
43,21,10,93.994,4.859,5191
37,195,1,92.893,1.327,5099.1
39,254,1,93.994,4.855,5191
30,157,1,93.2,4.076,5195.8
52,144,1,93.994,4.856,5191
52,106,1,93.444,4.966,5228.1
25,131,2,93.749,0.643,5008.7
57,318,2,93.444,4.968,5228.1
53,398,2,93.749,0.644,5008.7
55,122,5,93.444,4.963,5228.1
43,86,2,93.918,4.96,5228.1
40,99,26,94.465,4.961,5228.1
30,229,2,93.2,4.153,5195.8
52,151,9,93.994,4.857,5191
26,76,2,92.843,1.811,5099.1
59,119,4,92.201,0.879,5076.2
48,116,5,93.444,4.964,5228.1
40,96,1,92.649,0.714,5017.5
43,143,1,92.893,1.264,5099.1
38,56,1,94.465,4.967,5228.1
46,22,5,93.444,4.964,5228.1
41,120,1,93.918,4.963,5228.1
45,239,1,93.444,4.968,5228.1
59,1073,1,93.075,1.423,5099.1
28,101,1,93.918,4.96,5228.1
29,201,2,93.444,4.963,5228.1
33,96,6,92.893,1.281,5099.1
56,166,1,93.994,4.855,5191
33,113,4,93.444,4.965,5228.1
25,127,1,92.893,1.291,5099.1
44,329,3,93.918,4.963,5228.1
44,383,1,92.893,1.313,5099.1
50,74,1,92.843,1.614,5099.1
30,60,3,93.444,4.966,5228.1
44,269,2,93.994,4.858,5191
25,251,4,93.994,4.86,5191
32,157,2,92.379,0.819,5017.5
45,107,2,93.994,4.856,5191
30,124,2,93.2,4.12,5195.8
49,158,1,93.444,4.964,5228.1
42,50,1,92.893,1.25,5099.1
56,361,3,93.918,4.961,5228.1
40,575,1,94.465,4.961,5228.1
50,1446,1,93.994,4.856,5191
26,104,4,93.918,4.96,5228.1
33,129,4,93.444,4.966,5228.1
28,392,4,92.843,1.629,5099.1
41,255,2,93.2,4.076,5195.8
57,40,1,93.2,4.191,5195.8
21,113,1,92.431,0.728,5017.5
35,66,1,93.918,4.968,5228.1
39,73,1,93.075,1.483,5099.1
37,185,1,93.994,4.857,5191
54,203,2,93.444,4.964,5228.1
29,111,1,93.918,4.96,5228.1
46,171,1,93.2,4.191,5195.8
35,148,3,93.444,4.962,5228.1
33,50,1,93.994,4.857,5191
60,5,2,93.994,4.857,5191
52,149,1,93.2,4.12,5195.8
37,60,3,93.444,4.964,5228.1
42,84,3,92.379,0.778,5017.5
29,131,1,92.201,0.851,5076.2
32,295,1,93.2,4.12,5195.8
21,184,1,94.215,0.81,4991.6
43,363,1,94.465,4.959,5228.1
41,12,5,93.2,4.021,5195.8
37,191,1,93.994,4.857,5191
36,156,2,93.444,4.963,5228.1
26,134,3,93.918,4.962,5228.1
28,430,4,92.893,1.266,5099.1
35,176,4,93.444,4.964,5228.1
48,137,3,93.444,4.965,5228.1
56,375,11,94.465,4.959,5228.1
29,479,1,93.075,1.498,5099.1
37,286,2,92.893,1.313,5099.1
51,254,1,92.893,1.334,5099.1
42,65,2,93.918,4.968,5228.1
34,355,1,93.994,4.857,5191
43,87,3,93.994,4.857,5191
28,347,2,93.994,4.855,5191
58,173,1,92.893,1.281,5099.1
31,414,1,92.201,0.873,5076.2
33,62,4,93.444,4.964,5228.1
31,546,3,92.893,1.266,5099.1
26,68,6,94.465,4.961,5228.1
27,1508,1,93.918,4.961,5228.1
30,221,2,93.994,4.86,5191
56,156,1,93.2,4.191,5195.8
35,110,3,93.918,4.961,5228.1
44,189,2,93.994,4.857,5191
29,369,1,93.994,4.859,5191
29,104,10,92.893,1.25,5099.1
41,348,2,93.918,4.963,5228.1
33,546,2,93.918,4.962,5228.1
28,466,2,92.893,1.344,5099.1
33,161,1,94.465,4.967,5228.1
44,203,2,92.893,1.344,5099.1
42,361,1,92.893,1.281,5099.1
27,68,3,93.918,4.962,5228.1
48,91,1,93.444,4.964,5228.1
20,202,2,93.876,0.697,5008.7
44,175,2,92.201,0.883,5076.2
43,375,3,92.893,1.244,5099.1
33,1088,3,92.201,0.881,5076.2
43,88,4,93.918,4.962,5228.1
32,200,1,93.994,4.86,5191
39,138,1,92.893,1.313,5099.1
33,296,1,92.893,1.281,5099.1
48,67,2,93.444,4.965,5228.1
32,129,2,92.893,1.281,5099.1
31,210,2,93.2,4.076,5195.8
42,211,2,93.075,1.405,5099.1
39,380,1,93.994,4.855,5191
36,106,1,93.2,4.12,5195.8
54,178,4,93.918,4.962,5228.1
36,513,2,93.444,4.964,5228.1
54,652,2,93.444,4.97,5228.1
40,27,4,94.465,4.967,5228.1
26,264,2,92.893,1.25,5099.1
45,50,2,93.918,4.961,5228.1
52,10,7,93.2,4.021,5195.8
51,150,1,93.075,1.41,5099.1
32,55,1,93.444,4.965,5228.1
57,200,6,92.893,1.299,5099.1
25,432,3,92.893,1.244,5099.1
32,224,1,93.444,4.965,5228.1
35,125,5,93.918,4.962,5228.1
34,236,3,93.075,1.405,5099.1
78,321,1,92.431,0.754,5017.5
36,226,1,93.075,1.453,5099.1
53,373,1,93.994,4.857,5191
50,132,1,93.2,4.153,5195.8
35,125,1,92.893,1.313,5099.1
34,162,1,93.994,4.857,5191
31,248,2,93.918,4.963,5228.1
43,43,1,93.2,4.021,5195.8
56,552,3,93.444,4.964,5228.1
38,102,2,93.444,4.965,5228.1
53,127,3,93.918,4.957,5228.1
50,209,2,93.2,4.191,5195.8
49,124,1,93.918,4.958,5228.1
42,195,1,93.2,4.021,5195.8
34,800,4,93.994,4.857,5191
42,610,2,93.994,4.856,5191
37,280,2,93.994,4.855,5191
21,142,3,92.893,1.266,5099.1
30,154,2,93.2,4.153,5195.8
33,106,3,94.465,4.959,5228.1
57,101,3,93.444,4.965,5228.1
29,99,3,93.444,4.968,5228.1
43,926,2,93.444,4.966,5228.1
33,293,1,92.893,1.334,5099.1
40,225,3,93.918,4.961,5228.1
59,69,1,93.2,4.12,5195.8
30,104,1,93.075,1.435,5099.1
34,126,2,93.444,4.966,5228.1
54,253,5,93.444,4.964,5228.1
50,291,2,93.918,4.958,5228.1
48,9,6,93.444,4.965,5228.1
25,535,1,93.918,4.963,5228.1
27,87,1,93.918,4.958,5228.1
37,73,3,93.994,4.86,5191
46,470,2,93.994,4.857,5191
43,487,1,94.465,4.961,5228.1
40,208,6,92.893,1.291,5099.1
51,212,1,92.893,1.299,5099.1
40,392,4,93.444,4.965,5228.1
35,126,3,93.918,4.962,5228.1
55,829,7,92.893,1.291,5099.1
28,727,2,93.918,4.968,5228.1
36,63,1,94.465,4.864,5228.1
36,317,2,93.2,4.076,5195.8
39,926,1,93.918,4.958,5228.1
28,140,1,94.465,4.961,5228.1
52,127,2,92.893,1.354,5099.1
30,84,3,93.918,4.963,5228.1
56,239,4,93.918,4.96,5228.1
37,83,1,93.994,4.856,5191
30,95,1,93.2,4.7,5195.8
60,301,1,93.994,4.857,5191
30,133,1,93.994,4.857,5191
35,282,1,92.893,1.327,5099.1
38,1037,8,93.918,4.961,5228.1
39,126,4,93.994,4.86,5191
52,134,2,93.994,4.858,5191
40,1182,1,93.2,4.021,5195.8
33,315,1,93.994,4.857,5191
43,51,2,93.994,4.858,5191
38,153,4,93.994,4.857,5191
27,84,3,94.601,1.029,4963.6
56,68,1,93.444,4.964,5228.1
41,199,3,93.994,4.864,5191
42,218,2,94.465,4.865,5228.1
37,123,2,94.465,4.947,5228.1
40,777,2,92.893,1.281,5099.1
35,135,1,93.994,4.858,5191
61,74,2,92.893,1.27,5099.1
39,90,1,93.918,4.961,5228.1
48,141,1,94.465,4.866,5228.1
32,396,1,92.893,1.266,5099.1
37,268,6,93.994,4.859,5191
31,135,2,94.465,4.864,5228.1
30,586,1,92.893,1.266,5099.1
30,340,2,93.2,4.153,5195.8
30,259,1,93.075,1.423,5099.1
51,170,3,93.994,4.857,5191
31,481,6,94.465,4.958,5228.1
29,116,3,93.994,4.855,5191
54,455,2,92.649,0.716,5017.5
35,772,1,93.918,4.963,5228.1
78,203,1,94.215,0.84,4991.6
59,117,2,93.444,4.963,5228.1
30,51,1,94.465,4.967,5228.1
54,34,16,94.465,4.967,5228.1
25,214,2,94.465,4.865,5228.1
40,293,2,94.767,1.03,4963.6
48,100,1,94.465,4.959,5228.1
38,422,1,93.369,0.649,5008.7
47,127,1,93.994,4.86,5191
63,198,1,93.075,1.365,5099.1
50,118,2,92.893,1.291,5099.1
51,312,1,93.2,4.021,5195.8
35,98,1,93.2,4.12,5195.8
29,164,1,93.444,4.965,5228.1
60,193,1,92.893,1.354,5099.1
48,58,2,93.444,4.966,5228.1
35,268,1,93.994,4.856,5191
44,277,1,93.994,4.857,5191
38,65,1,93.994,4.856,5191
28,71,2,93.075,1.41,5099.1
31,173,1,93.444,4.964,5228.1
38,470,1,92.201,0.821,5076.2
48,99,1,93.994,4.857,5191
34,144,4,92.893,1.313,5099.1
59,193,1,93.876,0.682,5008.7
39,32,9,94.465,4.959,5228.1
36,108,1,92.893,1.313,5099.1
36,260,1,92.201,0.869,5076.2
55,61,3,93.444,4.964,5228.1
42,178,5,93.075,1.405,5099.1
45,345,4,93.918,4.961,5228.1
43,167,1,92.379,0.809,5017.5
41,120,1,93.918,4.963,5228.1
36,56,1,94.465,4.864,5228.1
29,69,2,93.2,4.021,5195.8
44,239,1,93.075,1.405,5099.1
27,88,2,92.893,1.266,5099.1
50,225,1,93.994,4.859,5191
46,336,1,93.994,4.858,5191
56,126,1,93.918,4.968,5228.1
57,277,2,94.199,0.883,4963.6
58,17,11,93.444,4.962,5228.1
31,258,3,93.444,4.966,5228.1
30,219,3,94.199,0.883,4963.6
39,744,6,93.994,4.857,5191
34,229,5,93.994,4.855,5191
31,273,2,93.075,1.405,5099.1
39,80,3,93.075,1.415,5099.1
37,47,1,93.2,4.021,5195.8
75,153,2,93.369,0.639,5008.7
27,194,2,93.994,4.856,5191
46,134,10,94.465,4.959,5228.1
44,399,8,94.465,4.959,5228.1
39,249,2,93.994,4.859,5191
40,527,1,94.465,4.865,5228.1
40,377,3,93.075,1.466,5099.1
45,133,1,93.994,4.856,5191
33,485,3,93.994,4.856,5191
30,213,7,92.843,1.811,5099.1
41,391,2,94.601,0.959,4963.6
24,1594,1,93.075,1.423,5099.1
62,163,2,92.843,1.52,5099.1
30,474,1,93.918,4.96,5228.1
41,126,3,93.918,4.961,5228.1
29,585,2,94.465,4.961,5228.1
48,122,4,93.2,4.021,5195.8
45,332,1,93.918,4.962,5228.1
29,148,2,93.918,4.96,5228.1
57,77,2,93.444,4.962,5228.1
38,411,4,92.649,0.714,5017.5
30,860,2,93.994,4.858,5191
43,171,5,93.994,4.857,5191
45,46,5,93.444,4.963,5228.1
36,854,1,93.918,4.96,5228.1
45,201,1,93.2,4.021,5195.8
54,266,2,93.075,1.415,5099.1
38,273,5,93.444,4.966,5228.1
48,28,6,92.893,1.244,5099.1
42,568,1,92.893,1.299,5099.1
29,7,1,94.215,0.889,4991.6
34,131,2,92.893,1.313,5099.1
35,225,7,92.893,1.266,5099.1
41,80,3,93.444,4.963,5228.1
54,700,3,93.369,0.655,5008.7
38,221,2,93.2,4.191,5195.8
57,102,4,93.918,4.962,5228.1
33,73,2,93.075,1.405,5099.1
34,1038,1,93.444,4.965,5228.1
34,716,1,92.893,1.281,5099.1
36,104,1,93.2,4.191,5195.8
51,127,1,94.465,4.959,5228.1
36,371,1,92.713,0.717,5023.5
58,277,1,93.994,4.856,5191
40,144,1,94.465,4.959,5228.1
50,203,1,93.444,4.968,5228.1
38,681,2,94.465,4.961,5228.1
32,91,4,92.893,1.313,5099.1
42,9,9,92.893,1.25,5099.1
35,192,1,93.994,4.859,5191
46,416,2,93.2,4.12,5195.8
41,255,2,93.2,4.076,5195.8
41,148,2,93.075,1.405,5099.1
30,79,4,92.893,1.354,5099.1
28,163,2,92.893,1.299,5099.1
54,171,3,93.444,4.967,5228.1
25,125,4,93.994,4.856,5191
44,95,1,93.918,4.96,5228.1
45,129,2,93.994,4.86,5191
43,35,1,94.465,4.959,5228.1
42,632,5,92.893,1.344,5099.1
36,249,2,93.918,4.963,5228.1
23,136,1,92.201,0.881,5076.2
37,131,2,92.649,0.722,5017.5
44,397,2,93.075,1.483,5099.1
38,706,2,93.918,4.963,5228.1
43,8,2,93.075,1.405,5099.1
37,331,2,93.994,4.855,5191
32,280,6,93.918,4.968,5228.1
31,51,1,93.444,4.963,5228.1
41,187,1,93.994,4.86,5191
41,61,4,93.918,4.963,5228.1
35,1114,1,94.465,4.967,5228.1
27,537,1,94.215,0.827,4991.6
31,169,1,93.994,4.856,5191
58,52,2,93.444,4.965,5228.1
28,1080,4,93.918,4.96,5228.1
55,149,1,93.444,4.97,5228.1
22,246,3,93.918,4.961,5228.1
35,69,2,92.893,1.299,5099.1
31,228,3,92.893,1.281,5099.1
33,100,2,92.893,1.266,5099.1
32,13,11,94.465,4.962,5228.1
35,94,3,93.994,4.856,5191
30,215,1,93.444,4.964,5228.1
31,76,1,94.465,4.959,5228.1
30,212,2,93.918,4.962,5228.1
37,683,1,94.465,4.961,5228.1
57,60,4,93.918,4.961,5228.1
48,360,2,93.444,4.964,5228.1
42,77,3,93.994,4.857,5191
36,43,2,94.465,4.959,5228.1
57,235,1,93.918,4.963,5228.1
36,251,4,93.994,4.859,5191
48,271,1,93.918,4.961,5228.1
37,71,3,92.893,1.25,5099.1
35,166,1,93.444,4.965,5228.1
29,869,1,93.994,4.859,5191
39,306,3,93.444,4.964,5228.1
41,131,2,92.649,0.722,5017.5
51,172,2,93.994,4.857,5191
29,53,3,92.893,1.291,5099.1
36,173,3,93.444,4.964,5228.1
27,129,2,93.918,4.962,5228.1
47,341,2,94.465,4.967,5228.1
40,170,1,94.465,4.959,5228.1
50,153,2,93.444,4.964,5228.1
31,230,4,93.444,4.963,5228.1
58,210,1,93.994,4.857,5191
36,85,1,93.994,4.857,5191
34,404,13,94.465,4.864,5228.1
23,1097,3,93.918,4.963,5228.1
35,6,2,93.994,4.856,5191
24,234,10,93.749,0.645,5008.7
32,36,1,93.994,4.858,5191
48,984,4,94.465,4.865,5228.1
39,401,1,94.465,4.962,5228.1
36,27,6,92.893,1.291,5099.1
50,136,1,93.994,4.859,5191
37,724,2,93.075,1.405,5099.1
35,788,1,93.918,4.963,5228.1
60,130,3,93.444,4.965,5228.1
38,241,1,93.994,4.858,5191
61,76,1,92.431,0.722,5017.5
34,139,2,93.994,4.859,5191
30,422,1,92.893,1.334,5099.1
60,87,1,92.893,1.327,5099.1
53,204,1,93.994,4.857,5191
58,148,3,93.994,4.86,5191
38,188,1,92.893,1.344,5099.1
56,893,7,92.649,0.714,5017.5
37,130,1,92.893,1.334,5099.1
29,181,2,93.444,4.967,5228.1
46,227,4,93.994,4.859,5191
32,73,6,93.444,4.963,5228.1
47,122,1,93.444,4.963,5228.1
58,1288,3,93.075,1.405,5099.1
41,324,2,94.465,4.962,5228.1
48,119,2,94.465,4.96,5228.1
52,486,1,93.2,4.153,5195.8
35,806,1,93.994,4.856,5191
36,443,2,93.994,4.858,5191
40,105,1,93.994,4.86,5191
66,39,1,92.379,0.77,5017.5
