15.6124,-3.40491
6.35517,3.00211
3.85412,3.4915
17.3079,3.93447
11.5211,1.62161
6.36145,-0.598519
4.72923,5.29405
10.383,1.53342
11.606,-0.461737
14.4801,0.177363
4.2148,1.27415
9.18646,2.30272
14.56,0.721067
14.2621,0.110061
-1.05581,-1.66422
12.3595,1.43421
4.46455,2.28168
0.781595,0.912389
7.60834,-0.177439
13.8018,-1.29602
6.65248,2.8663
3.2759,4.25045
11.9743,-3.97395
6.59156,0.316839
9.17909,-2.78607
13.9792,4.67189
9.48105,-1.92167
11.8305,-2.58891
20.3593,4.17134
4.44502,4.93301
4.51984,-0.970075
10.6788,-1.22381
9.82847,0.284052
13.2378,0.559684
5.43115,-4.43163
0.275114,-1.57275
17.9889,-2.43264
10.4681,0.0432917
9.19213,-1.54596
12.9236,-0.90982
4.57454,-2.26188
19.316,-0.146886
11.3375,-0.625256
15.303,1.83475
15.0489,2.88192
7.84841,-1.81121
9.61375,5.91676
4.47619,2.89776
8.02497,-4.03382
13.3264,-2.93522
18.1771,3.8008
4.31488,6.01492
6.4135,0.889641
17.5617,0.272728
6.27398,0.970207
10.0829,2.40073
7.60792,-2.56554
8.07115,1.92882
15.7167,0.303713
14.2244,-6.94089
10.4947,4.83703
11.9929,-5.20397
10.6141,1.37049
15.0141,4.50626
8.2603,1.99224
10.1838,4.83366
10.2641,-2.30676
6.78086,-0.309893
0.872166,0.931492
6.85835,-1.47656
12.1922,3.48154
6.53458,-2.03347
-1.3246,6.34936
1.814,0.144812
4.25695,-1.02861
5.18485,-0.66853
7.45172,-3.45299
14.6884,0.203
1.35672,-1.93664
-3.71666,-2.30962
3.84622,-1.39346
13.4644,-0.106076
14.272,5.61851
9.85057,3.87437
8.00953,2.94328
6.33904,0.186798
13.1515,-0.50768
3.45527,-0.875614
3.86152,-0.277291
20.2476,3.41383
8.83947,3.51341
12.3578,5.04631
7.02051,-1.35231
2.44332,0.383313
9.73832,-0.750578
6.4278,3.24846
11.7383,-2.4085
14.0678,0.466882
6.56017,-0.118508
17.3103,4.23744
7.82205,0.982321
-1.18265,-2.19578
5.84126,-3.12592
-0.893029,4.47382
0.457667,2.91661
5.54631,-0.252175
7.16166,3.50186
5.22796,-3.17364
1.013,0.944806
16.3856,3.87786
3.72723,1.7329
8.83215,-0.701355
2.32508,0.94794
12.3327,-2.03744
13.6343,3.43259
9.43185,0.956512
4.08642,-1.18983
3.47425,2.11325
5.55789,-0.580094
13.0272,1.37491
13.8628,4.32775
4.79272,0.65121
5.35899,-3.47731
1.2476,-4.23762
4.18067,0.809958
6.28617,1.74244
10.2273,-0.633853
8.9376,-2.04698
6.60571,-1.30251
4.42677,-3.02848
5.63246,-2.65675
4.70418,6.49775
13.0759,3.22501
6.45711,-3.21876
12.2655,-3.49425
2.9936,-5.93762
5.5029,-2.58575
9.81032,0.0588215
10.2167,5.29553
7.19074,0.185557
9.99792,2.10532
4.56065,1.13589
6.26381,0.367809
5.15659,4.76821
6.87392,2.68734
10.221,1.49621
4.9308,-0.608885
4.02338,2.41956
7.62647,0.600916
8.35398,2.95019
7.14378,1.69678
15.9461,0.883276
11.0959,0.115127
5.12984,2.06533
6.65717,-1.97954
4.07886,1.60914
1.98209,-1.73704
0.938277,-5.62861
12.7863,-1.90785
14.6215,0.581586
3.09337,4.53238
10.9833,-0.855656
12.8051,1.84097
8.82924,2.44701
4.46391,2.50734
20.503,3.04413
4.23012,4.66982
6.27664,-2.24354
8.80099,1.91468
12.9438,0.136232
3.7262,-0.478368
5.19006,-0.765898
1.423,2.79391
0.644716,1.63779
-2.46809,0.550491
3.084,-0.945024
9.0088,3.50956
10.3027,5.74885
15.3059,2.19536
6.45027,1.26477
2.75047,3.3219
6.64576,-0.983636
8.37881,4.60878
5.93664,7.48981
10.5321,-1.5219
6.3455,2.56523
14.4875,4.84972
4.63668,-2.68743
8.76114,-0.634464
4.07884,2.84762
5.40169,3.57503
10.0915,2.12225
17.4588,0.591591
7.29429,1.59603
14.2854,4.74622
5.99163,-3.6706
9.97711,1.75016
19.7334,-3.12216
7.68652,2.80421
5.07946,1.98974
0.980645,0.467001
13.5425,-3.05549
3.28363,2.56756
9.98559,-2.91891
12.9679,4.80255
14.0902,-1.94237
15.6514,2.76031
10.8104,-0.694862
2.69101,0.983902
10.2474,-0.872071
8.25473,5.50016
5.53963,1.16924
18.6358,2.1428
3.57177,-3.60123
7.2117,0.456273
4.06686,-3.88046
4.31991,-0.102928
13.3611,-3.18906
12.5373,-1.75539
12.7068,0.0180858
2.95442,3.40054
9.64066,2.01318
6.90078,1.56306
4.7253,-2.07554
8.66887,-3.29764
9.94162,-3.34368
1.89179,0.897864
16.8535,-0.332487
12.5722,4.35124
12.3128,-2.70721
0.71155,-0.693976
6.49144,-0.351563
9.29606,-2.13941
6.5533,-0.573223
10.8229,2.00264
7.76599,1.93568
6.74721,0.96297
9.38306,-3.41513
8.82202,-0.0038211
8.24898,-2.85233
9.31868,-0.887392
14.2197,3.35911
12.4221,1.11011
9.91051,-0.25384
8.09225,2.61504
10.7667,2.26499
-3.23803,-2.67523
11.2824,-1.59125
13.5094,1.00017
1.04655,1.87201
9.88983,-2.5041
6.4826,1.88535
10.492,1.76965
9.44234,-2.12871
9.00358,-3.78285
16.5437,-2.41597
2.05563,0.92715
12.5815,-4.32862
8.92043,-0.61279
5.06374,6.89361
14.7919,3.28723
12.8213,-1.33901
12.4443,2.11749
-0.995894,-5.50598
7.33853,-0.916143
9.25055,4.15654
5.68622,-0.215734
11.2648,2.70768
11.6177,-1.79916
12.402,2.39321
0.0830943,-4.79012
9.98978,-1.24124
10.3985,-2.19588
9.23225,0.138626
10.1694,8.41548
2.71334,-0.503872
3.63455,-0.488581
5.21294,-0.839355
5.39984,-0.358809
8.36294,4.35242
6.66118,-0.173087
2.778,-5.20554
5.82546,2.74263
1.28264,-5.22816
13.5469,-1.04689
10.6214,-0.578933
12.8895,0.878545
7.00235,2.02027
8.95822,-0.978094
13.2584,4.7591
11.9058,-5.4366
12.9995,-1.06642
8.44376,-2.43772
5.05553,-0.310153
0.298805,-1.44681
20.464,6.0338
7.21658,0.00872684
-0.125039,1.41506
7.35582,3.30417
6.59101,-1.20021
3.55367,2.8122
5.07733,3.70551
9.87523,0.975246
1.62744,5.30706
16.5194,2.0761
5.84809,3.19226
9.21503,2.39267
12.6433,-1.62074
4.91429,2.69144
12.9695,-0.0280205
6.30743,1.08323
5.89555,1.92494
14.7168,3.59173
16.8448,2.01589
11.1417,7.62844
8.82745,-2.05319
8.37511,1.58605
11.0194,1.66392
-2.67422,2.08721
12.4562,1.27536
5.29242,-1.93868
11.2697,-2.43142
7.66434,-3.2745
19.3532,0.235309
9.12955,0.50411
3.76103,0.741691
6.0672,-1.68073
11.3793,2.54386
10.8244,5.54925
13.7754,-0.228896
2.32707,2.29915
2.22322,3.27091
0.904111,2.50112
8.63346,-1.38098
9.62719,1.23778
11.617,-1.60038
8.5806,0.142277
6.34032,2.69262
15.8957,0.0781312
6.57755,2.62562
4.89883,-3.4407
10.101,3.30573
9.13878,-0.701639
6.05274,2.27738
12.4528,1.37749
1.55369,-0.387591
9.07088,2.25313
14.1922,-0.783404
12.1246,1.88874
3.56681,-0.544294
12.4135,-4.48031
11.5979,2.47414
13.0414,-1.25873
4.94148,-1.14951
13.7286,-0.394147
2.74699,3.73917
4.98236,2.59901
14.9486,1.75796
9.38267,-1.2451
4.78197,1.73339
18.1836,-0.45863
8.28917,1.6073
17.7556,5.63595
8.896,-1.9571
6.70081,-2.31908
13.8555,-0.111668
11.557,-2.45977
3.64164,-3.00569
6.78249,1.35049
5.70752,1.83855
3.67212,1.83845
14.349,0.919993
9.21137,-3.99268
3.34287,2.9037
9.96396,-0.873591
15.5784,1.57695
6.89462,-1.92489
9.51735,-1.89119
1.26195,3.66747
9.90673,-6.13292
11.5524,1.22028
10.3856,-2.5728
12.732,3.52597
3.88211,5.33636
4.62697,-3.87471
18.074,0.0848983
7.75606,-2.88483
-2.94268,1.08456
6.31571,-0.922695
13.6275,-0.76652
7.82244,5.58399
8.05305,-0.958311
8.46229,1.59347
3.20545,0.981236
6.38912,-1.17498
18.7581,-0.890001
5.96963,1.98455
4.65039,-3.68721
9.68588,2.91005
13.3037,0.294019
10.2357,0.951839
11.3648,3.16095
5.87422,-3.84296
13.1809,2.42622
-2.23536,0.280937
6.96425,3.11216
7.93763,5.06765
10.7332,1.11624
15.6598,3.88726
4.76912,5.16981
10.3336,1.34822
9.9274,-2.8967
12.2843,-3.03099
13.7416,0.471744
13.8664,2.79741
7.67687,-3.16396
1.62834,2.92875
12.917,-1.13738
7.46563,-5.3199
2.78443,0.720414
12.9949,-4.61823
8.39018,3.49404
6.35826,0.620106
11.0209,1.53459
10.4551,-0.705858
2.66915,-1.20242
2.30173,3.34101
15.2965,0.842968
12.9054,-2.02395
6.38148,-2.99861
8.6563,3.39151
13.1034,-3.86355
5.24145,-1.49369
14.6598,-2.41155
6.74613,1.06638
9.41957,2.04622
13.4267,-1.28128
18.2193,0.107824
18.2311,-0.143937
9.44839,-0.266882
7.96519,1.51989
10.2145,1.81419
1.33734,1.03558
15.6962,-2.04685
2.81068,0.719237
7.28925,-2.48646
12.3506,-1.61918
8.40511,-3.5733
5.77807,1.08777
4.4297,-2.36647
15.8127,3.9319
7.02367,0.0417037
18.2243,-4.08723
4.41167,3.24179
9.3929,-1.51055
13.9988,-1.99852
14.3397,-0.768016
14.6484,3.71346
0.64908,-4.29118
11.3415,-3.59444
13.2111,-1.40142
1.69885,2.15857
2.58451,5.66094
6.50138,3.18848
3.2089,1.41625
10.2527,-1.07499
1.64326,-1.21573
9.82644,-1.64866
1.22533,-3.67714
0.987335,-1.41906
7.96138,-0.109052
2.80223,0.899763
9.17074,1.63399
-0.362486,2.54183
9.76764,2.0276
4.15452,0.960482
9.18292,1.57233
5.53371,1.39588
10.5269,-0.59876
6.14177,-5.40304
5.09267,-0.534946
9.30692,2.38041
3.57456,0.827654
8.62445,-1.08762
10.1921,-0.854976
5.79158,-2.50769
3.2248,0.137152
10.0016,-4.84574
11.0968,1.45141
8.6481,-2.09914
3.32552,2.39166
-4.13586,-0.103989
12.0564,-0.165528
17.0931,2.9581
11.999,-1.21135
4.70084,2.92435
8.80775,5.04047
3.03991,-0.591385
4.65509,-1.50789
11.6507,1.86072
9.3098,-4.16628
8.33488,-4.167
21.3758,3.5818
13.0303,6.45639
-3.74146,-1.34789
11.3667,-2.85039
10.7302,0.226864
11.805,4.22222
2.36519,3.32212
8.61072,-2.48371
11.7231,-2.33897
2.25527,4.92846
5.41661,-0.0361241
8.67702,-2.51891
10.5182,0.838077
5.9599,0.559433
13.4256,-0.33306
7.97673,-6.36852
6.10617,4.71093
9.50956,-0.674469
4.35085,-1.30147
16.7892,-0.16843
15.0493,-2.64608
3.65068,2.08138
9.38248,-1.15648
14.8254,-1.35027
12.8623,-0.542945
5.98697,1.22268
7.06237,-0.978804
10.8784,-5.1985
14.0306,-2.06761
14.475,2.04429
12.5396,-3.09674
10.0301,-3.54476
6.51621,-0.548198
9.94861,3.1552
14.2269,2.02955
11.0176,2.35015
-6.49939,2.00997
-6.36058,6.39369
-7.23238,-3.72941
-6.96294,4.0413
-6.522,-0.580672
-5.97046,3.97226
-5.72802,0.846434
-6.19001,7.17757
-6.83253,3.02578
-7.08207,-2.48334
-6.55696,1.53582
-6.28964,5.28299
-6.47974,7.27504
-6.71581,1.08564
-6.6084,3.52203
-6.55488,-0.459879
-5.80368,2.65726
-6.91044,4.18158
-6.4514,5.32154
-6.10073,6.04871
-6.64626,6.26388
-6.98876,10.5616
-6.39052,-1.91094
-6.12676,0.596527
-7.45705,3.96425
-6.28463,4.42533
-6.3872,8.09636
-5.74884,7.42728
-7.11591,3.58007
-6.12205,2.09355
-5.94088,0.961915
-6.8153,0.0913273
-6.24559,1.27682
-6.15555,2.54318
-7.40954,5.58116
-6.8247,-4.13094
-5.63092,-0.728658
-7.06835,3.01912
-6.95928,1.87196
-6.31737,11.4418
-6.49024,3.63066
-6.83856,4.11338
-5.54607,-2.32272
-6.86216,8.02192
-7.12386,-2.90755
-5.84068,0.354799
-6.53147,1.98626
-6.35211,2.22599
-6.80347,-1.70914
-6.93936,7.40283
-6.07819,4.85133
-6.70369,4.19481
